"id","type","key_dian","name"
uom_type_563,"uom","D6","röntgen por segundo"
uom_type_564,"uom","D60","weber por milímetro"
uom_type_565,"uom","D61","minuto"
uom_type_566,"uom","D62","segundo"
uom_type_567,"uom","D63","libro"
uom_type_568,"uom","D64","bloquear"
uom_type_569,"uom","D65","redondo"
uom_type_570,"uom","D66","casete"
uom_type_571,"uom","D67","dólar por hora"
uom_type_572,"uom","D69","pulgada a la cuarta potencia"
uom_type_573,"uom","D7","Sandwich"
uom_type_574,"uom","D70","Tabla Internacional (IT) caloría"
uom_type_575,"uom","D71","Tabla Internacional (IT) calorías por segundo centímetro kelvin"
uom_type_576,"uom","D72","Tabla Internacional (IT) calorías por segundo centímetro cuadrado kelvin"
uom_type_577,"uom","D73","joule metro cuadrado"
uom_type_578,"uom","D74","kilogramo por mol"
uom_type_579,"uom","D75","Tabla Internacional (IT) calorías por gramo"
uom_type_580,"uom","D76","Tabla Internacional (IT) calorías por gramo kelvin"
uom_type_581,"uom","D77","megacoulomb"
uom_type_582,"uom","D79","haz"
uom_type_583,"uom","D8","puntaje de drenaje"
uom_type_584,"uom","D80","microwatt"
uom_type_585,"uom","D81","microtesla"
uom_type_586,"uom","D82","microvoltio"
uom_type_587,"uom","D83","medidor de millinewton"
uom_type_588,"uom","D85","microwatt por metro cuadrado"
uom_type_589,"uom","D86","Millicoulomb"
uom_type_590,"uom","D87","milimol por kilogramo"
uom_type_591,"uom","D88","millicoulomb por metro cúbico"
uom_type_592,"uom","D89","millicoulomb por metro cuadrado"
uom_type_593,"uom","D9","dina por centímetro cuadrado"
uom_type_594,"uom","D90","metro cúbico (neto)"
uom_type_595,"uom","D91","movimiento rápido del ojo"
uom_type_596,"uom","D92","banda"
uom_type_597,"uom","D93","segundo por metro cúbico"
uom_type_598,"uom","D94","segundo por metro cúbico radianes"
uom_type_599,"uom","D95","julios por gramo"
uom_type_600,"uom","D96","libra bruta"
uom_type_601,"uom","D97","carga de palet / unidad"
uom_type_602,"uom","D98","libra de masa"
uom_type_603,"uom","D99","manga"
uom_type_604,"uom","DAA","despreciar"
uom_type_605,"uom","DAD","diez dias"
uom_type_606,"uom","DAY","día"
uom_type_607,"uom","DB","libra seca"
uom_type_608,"uom","DC","disco"
uom_type_609,"uom","DD","la licenciatura"
uom_type_610,"uom","DE","acuerdo"
uom_type_611,"uom","DEC","década"
uom_type_612,"uom","DG","decigramo"
uom_type_613,"uom","DI","dispensador"
uom_type_614,"uom","DJ","decagramo"
uom_type_615,"uom","DLT","decilitro"
uom_type_616,"uom","DMK","263nformaci cuadrado"
uom_type_617,"uom","DMQ","decímetro cúbico"
uom_type_618,"uom","DMT","decímetro"
uom_type_619,"uom","DN","medidor de decinewton"
uom_type_620,"uom","DPC","docena pieza"
uom_type_621,"uom","DPR","docena par"
uom_type_622,"uom","DPT","tonelaje de desplazamiento"
uom_type_623,"uom","DQ","registro de datos"
uom_type_624,"uom","DR","tambor"
uom_type_625,"uom","DRA","dram (US)"
uom_type_626,"uom","DRI","dram (Reino Unido)"
uom_type_627,"uom","DRL","docena rollo"
uom_type_628,"uom","DRM","dracma (Reino Unido)"
uom_type_629,"uom","DS","monitor"
uom_type_630,"uom","DT","tonelada seca"
uom_type_631,"uom","DTN","Decitonne"
uom_type_632,"uom","DU","dina"
uom_type_633,"uom","DWT","pennyweight"
uom_type_634,"uom","DX","dina por centímetro"
uom_type_635,"uom","DY","libro de directorio"
uom_type_636,"uom","DZN","docena"
uom_type_637,"uom","DZP","paquete de doce"
uom_type_638,"uom","E2","cinturón"
uom_type_639,"uom","E3","remolque"
uom_type_640,"uom","E4","kilogramo bruto"
uom_type_641,"uom","E5","tonelada métrica larga"
uom_type_642,"uom","EA","cada"
uom_type_643,"uom","EB","casilla de correo electrónico"
uom_type_644,"uom","CE","cada uno por mes"
uom_type_645,"uom","EP","paquete de once"
uom_type_646,"uom","EQ","galón equivalente"
uom_type_647,"uom","EV","sobre"
uom_type_648,"uom","F1","mil pies cúbicos por día"
uom_type_649,"uom","F9","Fibra por centímetro cúbico de aire"
uom_type_650,"uom","FAH","grado Fahrenheit"
uom_type_651,"uom","FAR","faradio"
uom_type_652,"uom","FB","campo"
uom_type_653,"uom","FC","mil pies cúbicos"
uom_type_654,"uom","FD","millón de partículas por pie cúbico"
uom_type_655,"uom","FE","pie de pista"
uom_type_656,"uom","FF","cien metros cúbicos"
uom_type_657,"uom","FG","parche transdérmico"
uom_type_658,"uom","FH","micromol"
uom_type_659,"uom","FL","tonelada en escamas"
uom_type_660,"uom","FM","millones de pies cúbicos"
uom_type_661,"uom","FOT","pie"
uom_type_662,"uom","FP","libra por pie cuadrado"
uom_type_663,"uom","FR","pie por minuto"
uom_type_664,"uom","FS","pie por segundo"
uom_type_665,"uom","FTK","pie cuadrado"
uom_type_666,"uom","FTQ","pie cubico"
uom_type_667,"uom","G2","US galones por minuto"
uom_type_668,"uom","G3","Galon imperial por minuto"
uom_type_669,"uom","G7","hoja de microficha"
uom_type_670,"uom","GB","galón (US) por día"
uom_type_671,"uom","GBQ","gigabecquerel"
uom_type_672,"uom","GC","gramo por 100 gramo"
uom_type_673,"uom","GD","barril bruto"
uom_type_674,"uom","GE","libra por galón (US)"
uom_type_675,"uom","GF","gramo por metro (gramo por 100 centímetros)"
uom_type_676,"uom","GFI","gramo de isótopo fisionable"
uom_type_677,"uom","GGR","gramo"
uom_type_678,"uom","GH","medio galón (EE. UU.)"
uom_type_679,"uom","GIA","branquias"
uom_type_680,"uom","GII","Gill (Reino Unido)"
uom_type_681,"uom","GJ","gramo por mililitro"
uom_type_682,"uom","G K","gramo por kilogramo"
uom_type_683,"uom","GL","gramo por litro"
uom_type_684,"uom","GLD","galón seco (EE. UU.)"
uom_type_685,"uom","GLI","galón (Reino Unido)"
uom_type_686,"uom","GLL","galón"
uom_type_687,"uom","GM","gramo por metro cuadrado"
uom_type_688,"uom","GN","galón bruto"
uom_type_689,"uom","GO","miligramos por metro cuadrado"
uom_type_690,"uom","GP","miligramo por metro cúbico"
uom_type_691,"uom","GQ","microgramos por metro cúbico"
uom_type_692,"uom","GRM","gramo"
uom_type_693,"uom","GRN","grano"
uom_type_694,"uom","GRO","bruto"
uom_type_695,"uom","GRT","tonelada de registro bruto"
uom_type_696,"uom","GT","tonelada bruta"
uom_type_697,"uom","GV","gigajoule"
uom_type_698,"uom","GW","galón por mil pies cúbicos"
uom_type_699,"uom","GWH","hora de gigavatios"
uom_type_700,"uom","GY","patio bruto"
uom_type_701,"uom","GZ","sistema de medición"
uom_type_702,"uom","H1","media página – electrónica"
uom_type_703,"uom","H2","medio litro"
uom_type_704,"uom","HA","madeja"
uom_type_705,"uom","HAR","hectárea"
uom_type_706,"uom","HBA","hectobar"
uom_type_707,"uom","HBX","cien cajas"
uom_type_708,"uom","HC","cien cuentas"
uom_type_709,"uom","HD","media docena"
uom_type_710,"uom","ÉL","centésima de quilate"
uom_type_711,"uom","HF","cien pies"
uom_type_712,"uom","HGM","hectogramo"
uom_type_713,"uom","HH","cien pies cúbicos"
uom_type_714,"uom","HI","cien hojas"
uom_type_715,"uom","HIU","cien unidades internacionales"
uom_type_716,"uom","HJ","caballo métrico"
uom_type_717,"uom","HK","cien kilogramos"
uom_type_718,"uom","HL","cien pies (lineales)"
uom_type_719,"uom","HLT","hectolitro"
uom_type_720,"uom","HM","milla por hora"
uom_type_721,"uom","HMQ","millones de metros cúbicos"
uom_type_722,"uom","HMT","hectómetro"
uom_type_723,"uom","HN","milímetro convencional de mercurio"
uom_type_724,"uom","HO","cien onzas troy"
uom_type_725,"uom","HP","milímetro convencional de agua"
uom_type_726,"uom","HPA","hectolitro de alcohol puro"
uom_type_727,"uom","HS","cien pies cuadrados"
uom_type_728,"uom","HT","media hora"
uom_type_729,"uom","HTZ","hertz"
uom_type_730,"uom","HUR","hora"
uom_type_731,"uom","HY","cien yardas"
uom_type_732,"uom","IA","pulgada libra"
uom_type_733,"uom","IC","contar por pulgada"
uom_type_734,"uom","IE","persona"
uom_type_735,"uom","IF","pulgadas de agua"
uom_type_736,"uom","II","columna pulgada"
uom_type_737,"uom","IL","pulgada por minuto"
uom_type_738,"uom","IM","impresión"
uom_type_739,"uom","INH","pulgada"
uom_type_740,"uom","INK","pulgada cuadrada"
uom_type_741,"uom","INQ","pulgada en cubos"
uom_type_742,"uom","IP","póliza de seguros"
uom_type_743,"uom","IT","conteo por centímetro"
uom_type_744,"uom","IU","pulgada por segundo (velocidad lineal)"
uom_type_745,"uom","IV","pulgada por segundo al cuadrado (aceleración)"
uom_type_746,"uom","J2","julios por kilogramo"
uom_type_747,"uom","JB","jumbo"
uom_type_748,"uom","JE","joule por kelvin"
uom_type_749,"uom","JG","jarra"
uom_type_750,"uom","JK","megajulio por kilogramo"
uom_type_751,"uom","JM","megajulio por metro cúbico"
uom_type_752,"uom","JO","articulación"
uom_type_753,"uom","JOU","joule"
uom_type_754,"uom","JR","tarro"
uom_type_755,"uom","K1","demanda de kilovatios"
uom_type_756,"uom","K2","kilovoltios amperios reactivos de demanda"
uom_type_757,"uom","K3","kilovoltio amperio hora reactiva"
uom_type_758,"uom","K5","amperios kilovoltios (reactivos)"
uom_type_759,"uom","K6","kilolitro"
uom_type_760,"uom","KA","pastel"
uom_type_761,"uom","KB","kilocharacter"
uom_type_762,"uom","KBA","kilobar"
uom_type_763,"uom","KD","kilogramo decimal"
uom_type_764,"uom","KEL","kelvin"
uom_type_765,"uom","KF","kilopacket"
uom_type_766,"uom","KG","barrilete"
uom_type_767,"uom","KGM","kilogramo"
uom_type_768,"uom","KGS","kilogramo por segundo"
uom_type_769,"uom","KHZ","kilohercio"
uom_type_770,"uom","KI","Kilogramo por milímetro de ancho"
uom_type_771,"uom","KJ","kilosegmento"
uom_type_772,"uom","KJO","kilojoule"
uom_type_773,"uom","KL","kilogramo por metro"
uom_type_774,"uom","KMH","kilómetro por hora"
uom_type_775,"uom","KMK","kilometro cuadrado"
uom_type_776,"uom","KMQ","kilogramo por metro cúbico"
uom_type_777,"uom","KNI","kilogramo de nitrógeno"
uom_type_778,"uom","KNS","kilogramo de sustancia nombrada"
uom_type_779,"uom","KNT","nudo"
uom_type_780,"uom","KO","Milliequivalencia de potasa cáustica por gramo de producto."
uom_type_781,"uom","KPA","kilopascal"
uom_type_782,"uom","KPH","kilogramo de hidróxido de potasio (potasa cáustica)"
uom_type_783,"uom","KPO","kilogramo de óxido de potasio"
uom_type_784,"uom","KPP","kilogramo de pentóxido de fósforo (anhídrido fosfórico)"
uom_type_785,"uom","KR","KilorÃ¶ntgen"
uom_type_786,"uom","KS","mil libras por pulgada cuadrada"
uom_type_787,"uom","KSD","kilogramo de sustancia 90% seca"
uom_type_788,"uom","KSH","kilogramo de hidróxido de sodio (soda cáustica)"
uom_type_789,"uom","KT","equipo"
uom_type_790,"uom","KTM","kilómetro"
uom_type_791,"uom","KTN","kilotonne"
uom_type_792,"uom","KUR","kilogramo de uranio"
uom_type_793,"uom","KVA","kilovoltio – ampere"
uom_type_794,"uom","KVR","kilovar"
uom_type_795,"uom","KVT","kilovoltio"
uom_type_796,"uom","KW","kilogramos por milímetro"
uom_type_797,"uom","KWH","kilovatios hora"
uom_type_798,"uom","KWT","kilovatio"
uom_type_799,"uom","KX","mililitro por kilogramo"
uom_type_800,"uom","L2","litro por minuto"
uom_type_801,"uom","LA","libra por pulgada cúbica"
uom_type_802,"uom","LBR","libra"
uom_type_803,"uom","LBT","libra troy"
uom_type_804,"uom","LC","centímetro lineal"
uom_type_805,"uom","LD","litro por día"
uom_type_806,"uom","LE","lite"
uom_type_807,"uom","LEF","hoja"
uom_type_808,"uom","LF","pie lineal"
uom_type_809,"uom","LH","hora de trabajo"
uom_type_810,"uom","LI","pulgada lineal"
uom_type_811,"uom","LJ","spray grande"
uom_type_812,"uom","LK","enlazar"
uom_type_813,"uom","LM","metro lineal"
uom_type_814,"uom","LN","longitud"
uom_type_815,"uom","LO","mucho"
uom_type_816,"uom","LP","libra liquida"
uom_type_817,"uom","LPA","litro de alcohol puro"
uom_type_818,"uom","LR","capa"
uom_type_819,"uom","LS","Suma global"
uom_type_820,"uom","LTN","ton (Reino Unido) o longton (EE. UU.)"
uom_type_821,"uom","LTR","litro"
uom_type_822,"uom","LUM","lumen"
uom_type_823,"uom","LUX","lux"
uom_type_824,"uom","LX","yarda lineal por libra"
uom_type_825,"uom","LY","yarda lineal"
uom_type_826,"uom","M0","cinta magnética"
uom_type_827,"uom","M1","miligramos por litro"
uom_type_828,"uom","M4","valor monetario"
uom_type_829,"uom","M5","microcurie"
uom_type_830,"uom","M7","micropulgada"
uom_type_831,"uom","M9","millones de Btu por 1000 pies cúbicos"
uom_type_832,"uom","MA","máquina por unidad"
uom_type_833,"uom","MAL","mega litro"
uom_type_834,"uom","MAM","megametro"
uom_type_835,"uom","MAW","megavatio"
uom_type_836,"uom","MBE","mil equivalentes de ladrillo estándar"
uom_type_837,"uom","MBF","mil pies de tabla"
uom_type_838,"uom","MBR","milibar"
uom_type_839,"uom","MC","microgramo"
uom_type_840,"uom","MCU","milicurie"
uom_type_841,"uom","MD","aire seco tonelada métrica"
uom_type_842,"uom","MF","miligramo por pie cuadrado por lado"
uom_type_843,"uom","MGM","miligramo"
uom_type_844,"uom","MGM","megahercio"
uom_type_845,"uom","MIK","milla cuadrada"
uom_type_846,"uom","MIL","mil"
uom_type_847,"uom","MIN","minuto"
uom_type_848,"uom","MIO","millón"
uom_type_849,"uom","MIU","millones de unidades internacionales"
uom_type_850,"uom","MK","miligramo por pulgada cuadrada"
uom_type_851,"uom","MLD","mil millones"
uom_type_852,"uom","MLT","mililitro"
uom_type_853,"uom","MMK","milímetro cuadrado"
uom_type_854,"uom","MMQ","milímetro cúbico"
uom_type_855,"uom","MMT","milímetro"
uom_type_856,"uom","LUN","mes"
uom_type_857,"uom","MPA","megapascal"
uom_type_858,"uom","MQ","mil metros"
uom_type_859,"uom","MQH","metro cúbico por hora"
uom_type_860,"uom","MQS","metro cúbico por segundo"
uom_type_861,"uom","MSK","metro por segundo al cuadrado"
uom_type_862,"uom","MT","estera"
uom_type_863,"uom","MTK","metro cuadrado"
uom_type_864,"uom","MTQ","Metro cúbico"
uom_type_865,"uom","MTR","metro"
uom_type_866,"uom","MTS","metro por segundo"
uom_type_867,"uom","MV","numero de mults"
uom_type_868,"uom","MVA","megavolt – ampere"
uom_type_869,"uom","MWH","megavatios hora (1000 kW.h)"
uom_type_870,"uom","N1","calorías de la pluma"
uom_type_871,"uom","N2","número de líneas"
uom_type_872,"uom","N3","punto de impresión"
uom_type_873,"uom","NA","miligramo por kilogramo"
uom_type_874,"uom","NAR","número de artículos"
uom_type_875,"uom","NB","barcaza"
uom_type_876,"uom","NBB","número de bobinas"
uom_type_877,"uom","NC","coche"
uom_type_878,"uom","NCL","número de celdas"
uom_type_879,"uom","ND","barril neto"
uom_type_880,"uom","NE","litro neto"
uom_type_881,"uom","NEW","newton"
uom_type_882,"uom","NF","mensaje"
uom_type_883,"uom","NG","galón neto (nosotros)"
uom_type_884,"uom","NH","hora del mensaje"
uom_type_885,"uom","NI","galón imperial neto"
uom_type_886,"uom","NIU","número de unidades internacionales"
uom_type_887,"uom","NJ","número de pantallas"
uom_type_888,"uom","NL","carga"
uom_type_889,"uom","MNI","milla nautica"
uom_type_890,"uom","NMP","número de paquetes"
uom_type_891,"uom","NN","entrenar"
uom_type_892,"uom","NPL","número de parcelas"
uom_type_893,"uom","NPR","numero de pares"
uom_type_894,"uom","TNP","numero de partes"
uom_type_895,"uom","NQ","mho"
uom_type_896,"uom","NR","micromho"
uom_type_897,"uom","NRL","número de rollos"
uom_type_898,"uom","NT","tonelada neta"
uom_type_899,"uom","NTT","registro neto de toneladas"
uom_type_900,"uom","NU","medidor de newton"
uom_type_901,"uom","NV","vehículo"
uom_type_902,"uom","NX","parte por mil"
uom_type_903,"uom","NY","libra por aire seco tonelada métrica"
uom_type_904,"uom","OA","panel"
uom_type_905,"uom","OHM","ohm"
uom_type_906,"uom","EN","onza por yarda cuadrada"
uom_type_907,"uom","ONZ","onza"
uom_type_908,"uom","OP","Dos paquetes"
uom_type_909,"uom","OT","hora extra"
uom_type_910,"uom","ONZ","onza av"
uom_type_911,"uom","OZA","onza líquida (US)"
uom_type_912,"uom","OZI","onza líquida (Reino Unido)"
uom_type_913,"uom","P0","pagina – electronica"
uom_type_914,"uom","P1","por ciento"
uom_type_915,"uom","P2","libra por pie"
uom_type_916,"uom","P3","paquete de tres"
uom_type_917,"uom","P4","paquete de cuatro"
uom_type_918,"uom","P5","paquete de cinco"
uom_type_919,"uom","P6","paquete de seis"
uom_type_920,"uom","P7","paquete de siete"
uom_type_921,"uom","P8","paquete de ocho"
uom_type_922,"uom","P9","paquete de nueve"
uom_type_923,"uom","PA","paquete"
uom_type_924,"uom","PAL","pascal"
uom_type_925,"uom","PB","par de pulgadas"
uom_type_926,"uom","PD","almohadilla"
uom_type_927,"uom","PE","equivalente en libras"
uom_type_928,"uom","PF","palet (ascensor)"
uom_type_929,"uom","PG","plato"
uom_type_930,"uom","PGL","galón de prueba"
uom_type_931,"uom","Pi","tono"
uom_type_932,"uom","PK","paquete"
uom_type_933,"uom","PL","cubo"
uom_type_934,"uom","PM","porcentaje de libra"
uom_type_935,"uom","PN","libra neta"
uom_type_936,"uom","PO","libra por pulgada de longitud"
uom_type_937,"uom","PQ","página por pulgada"
uom_type_938,"uom","PR","par"
uom_type_939,"uom","PD","fuerza de libra por pulgada cuadrada"
uom_type_940,"uom","PT","pinta"
uom_type_941,"uom","PTD","pinta seca"
uom_type_942,"uom","PTI","pinta (Reino Unido)"
uom_type_943,"uom","PTL","pinta liquida (US)"
uom_type_944,"uom","PU","bandeja / paquete de bandeja"
uom_type_945,"uom","PV","media pinta (US)"
uom_type_946,"uom","PW","libra por pulgada de ancho"
uom_type_947,"uom","PY","Peck Dry (US)"
uom_type_948,"uom","PZ","Peck Dry (Reino Unido)"
uom_type_949,"uom","Q3","comida"
uom_type_950,"uom","QA","página – facsímil"
uom_type_951,"uom","QAN","cuarto (de un año)"
uom_type_952,"uom","QB","página – copia impresa"
uom_type_953,"uom","QD","cuarto de docena"
uom_type_954,"uom","QH","un cuarto de hora"
uom_type_955,"uom","QK","cuarto de kilogramo"
uom_type_956,"uom","QR","mano de papel"
uom_type_957,"uom","QT","cuarto de galón (US)"
uom_type_958,"uom","QTD","cuarto seco (EE. UU.)"
uom_type_959,"uom","QTI","cuarto de galón (Reino Unido)"
uom_type_960,"uom","QTL","cuarto líquido (US)"
uom_type_961,"uom","QTR","cuarto (UK)"
uom_type_962,"uom","R1","pica"
uom_type_963,"uom","R4","caloría"
uom_type_964,"uom","R9","mil metros cúbicos"
uom_type_965,"uom","RA","estante"
uom_type_966,"uom","RD","barra"
uom_type_967,"uom","RG","anillo"
uom_type_968,"uom","RH","hora de funcionamiento o de funcionamiento"
uom_type_969,"uom","RK","medida métrica rollo"
uom_type_970,"uom","RL","carrete"
uom_type_971,"uom","RM","resma"
uom_type_972,"uom","RN","medida métrica de resma"
uom_type_973,"uom","RO","rodar"
uom_type_974,"uom","RP","libra por resma"
uom_type_975,"uom","RPM","revoluciones por minuto"
uom_type_976,"uom","RPS","revoluciones por segundo"
uom_type_977,"uom","RS","Reiniciar"
uom_type_978,"uom","RT","ingreso tonelada milla"
uom_type_979,"uom","RU","correr"
uom_type_980,"uom","S3","pie cuadrado por segundo"
uom_type_981,"uom","S4","metro cuadrado por segundo"
uom_type_982,"uom","S5","sesenta cuartos de pulgada"
uom_type_983,"uom","S6","sesión"
uom_type_984,"uom","S7","unidad de almacenamiento"
uom_type_985,"uom","S8","unidad de publicidad estándar"
uom_type_986,"uom","SA","saco"
uom_type_987,"uom","SAN","medio año (6 meses)"
uom_type_988,"uom","OCS","Puntuación"
uom_type_989,"uom","SCR","escrúpulo"
uom_type_990,"uom","SD","libra solida"
uom_type_991,"uom","SE","sección"
uom_type_992,"uom","SEC","segundo"
uom_type_993,"uom","SET","conjunto"
uom_type_994,"uom","SG","segmento"
uom_type_995,"uom","SHT","tonelada de envío"
uom_type_996,"uom","SIE","siemens"
uom_type_997,"uom","SK","camión cisterna dividido"
uom_type_998,"uom","SL","hoja de deslizamiento"
uom_type_999,"uom","SMI","milla (milla estatutaria)"
uom_type_1000,"uom","SN","varilla cuadrada"
uom_type_1001,"uom","SO","carrete"
uom_type_1002,"uom","SP","paquete de estante"
uom_type_1003,"uom","SQ","cuadrado"
uom_type_1004,"uom","SR","tira"
uom_type_1005,"uom","SS","hoja métrica medida"
uom_type_1006,"uom","SST","corto estándar (7200 partidos)"
uom_type_1007,"uom","ST","hoja"
uom_type_1008,"uom","ITS","piedra (Reino Unido)"
uom_type_1009,"uom","STN","tonelada (US) o tonelada corta (UK / US)"
uom_type_1010,"uom","SV","patinar"
uom_type_1011,"uom","SO","madeja"
uom_type_1012,"uom","SX","envío"
uom_type_1013,"uom","T0","Línea de telecomunicaciones en servicio."
uom_type_1014,"uom","T1","mil libras brutas"
uom_type_1015,"uom","T3","mil piezas"
uom_type_1016,"uom","T4","bolsa de mil"
uom_type_1017,"uom","T5","caja de mil"
uom_type_1018,"uom","T6","mil galones (US)"
uom_type_1019,"uom","T7","mil impresiones"
uom_type_1020,"uom","T8","mil pulgadas lineales"
uom_type_1021,"uom","TA","décimo pie cúbico"
uom_type_1022,"uom","TAH","Kiloampere hora (mil amperios hora)"
uom_type_1023,"uom","TC","camion"
uom_type_1024,"uom","TD","termia"
uom_type_1025,"uom","TE","totalizador"
uom_type_1026,"uom","TF","diez metros cuadrados"
uom_type_1027,"uom","TI","mil pulgadas cuadradas"
uom_type_1028,"uom","TJ","mil centímetros cuadrados"
uom_type_1029,"uom","TK","tanque, rectangular"
uom_type_1030,"uom","TL","mil pies (lineales)"
uom_type_1031,"uom","TN","estaño"
uom_type_1032,"uom","TNE","tonelada (tonelada métrica)"
uom_type_1033,"uom","TP","paquete de diez"
uom_type_1034,"uom","TPR","diez pares"
uom_type_1035,"uom","TQ","mil pies"
uom_type_1036,"uom","TQD","mil metros cúbicos por día"
uom_type_1037,"uom","TR","diez pies cuadrados"
uom_type_1038,"uom","TRL","trillón (EUR)"
uom_type_1039,"uom","TS","mil pies cuadrados"
uom_type_1040,"uom","TSD","tonelada de sustancia 90% seca"
uom_type_1041,"uom","TSH","tonelada de vapor por hora"
uom_type_1042,"uom","TT","mil metros lineales"
uom_type_1043,"uom","TU","tubo"
uom_type_1044,"uom","TV","mil kilogramos"
uom_type_1045,"uom","TW","mil hojas"
uom_type_1046,"uom","TY","tanque, cilíndrico"
uom_type_1047,"uom","U1","tratamiento"
uom_type_1048,"uom","U2","tableta"
uom_type_1049,"uom","UA","torr"
uom_type_1050,"uom","UB","Línea de telecomunicaciones en servicio promedio."
uom_type_1051,"uom","UC","puerto de telecomunicaciones"
uom_type_1052,"uom","UD","décimo minuto"
uom_type_1053,"uom","UE","décima hora"
uom_type_1054,"uom","UF","uso por línea de telecomunicación promedio"
uom_type_1055,"uom","UH","diez mil yardas"
uom_type_1056,"uom","UM","millones de unidades"
uom_type_1057,"uom","VA","voltio amperio por kilogramo"
uom_type_1058,"uom","VI","frasco"
uom_type_1059,"uom","VLT","voltio"
uom_type_1060,"uom","VQ","abultar"
uom_type_1061,"uom","VS","visitar"
uom_type_1062,"uom","W2","kilo mojado"
uom_type_1063,"uom","W4","dos semanas"
uom_type_1064,"uom","WA","vatio por kilogramo"
uom_type_1065,"uom","WB","libra mojada"
uom_type_1066,"uom","WCD","cable"
uom_type_1067,"uom","WE","tonelada mojada"
uom_type_1068,"uom","WEB","weber"
uom_type_1069,"uom","WEE","semana"
uom_type_1070,"uom","WG","galon de vino"
uom_type_1071,"uom","WH","rueda"
uom_type_1072,"uom","WHR","vatios hora"
uom_type_1073,"uom","WI","peso por pulgada cuadrada"
uom_type_1074,"uom","WM","mes de trabajo"
uom_type_1075,"uom","WR","envolver"
uom_type_1076,"uom","WSD","estándar"
uom_type_1077,"uom","WTT","vatio"
uom_type_1078,"uom","WW","mililitro de agua"
uom_type_1079,"uom","X1","cadena"
uom_type_1080,"uom","YDK","yarda cuadrada"
uom_type_1081,"uom","YDQ","Yarda cúbica"
uom_type_1082,"uom","YL","cien yardas lineales"
uom_type_1083,"uom","YRD","yarda"
uom_type_1084,"uom","YT","diez yardas"
uom_type_1085,"uom","Z1","van de elevación"
uom_type_1086,"uom","Z2","pecho"
uom_type_1087,"uom","Z3","barril"
uom_type_1088,"uom","Z4","pipa"
uom_type_1089,"uom","Z5","arrastrar"
uom_type_1090,"uom","Z6","punto de conferencia"
uom_type_1091,"uom","Z8","línea de noticias de ágata"
uom_type_1092,"uom","ZP","página"
uom_type_1093,"uom","ZZ","mutuamente definido"
lang_type_0,"lang","aa","Afar"
lang_type_1,"lang","ab","Abkhazian"
lang_type_2,"lang","ae","Avestan"
lang_type_3,"lang","af","Afrikaans"
lang_type_4,"lang","ak","Akan"
lang_type_5,"lang","am","Amharic"
lang_type_6,"lang","an","Aragonese"
lang_type_7,"lang","ar","Arabic"
lang_type_8,"lang","as","Assamese"
lang_type_9,"lang","av","Avaric"
lang_type_10,"lang","ay","Aymara"
lang_type_11,"lang","az","Azerbaijani"
lang_type_12,"lang","ba","Bashkir"
lang_type_13,"lang","be","Belarusian"
lang_type_14,"lang","bg","Bulgarian"
lang_type_15,"lang","bh","Bihari languages"
lang_type_16,"lang","bi","Bislama"
lang_type_17,"lang","bm","Bambara"
lang_type_18,"lang","bn","Bengali"
lang_type_19,"lang","bo","Tibetan"
lang_type_20,"lang","br","Breton"
lang_type_21,"lang","bs","Bosnian"
lang_type_22,"lang","ca","Catalan; Valencian"
lang_type_23,"lang","ce","Chechen"
lang_type_24,"lang","ch","Chamorro"
lang_type_25,"lang","co","Corsican"
lang_type_26,"lang","cr","Cree"
lang_type_27,"lang","cs","Czech"
lang_type_28,"lang","cu","Church Slavic; Old Slavonic; Church Slavonic; Old Bulgarian; Old Church Slavonic"
lang_type_29,"lang","cv","Chuvash"
lang_type_30,"lang","cy","Welsh"
lang_type_31,"lang","da","Danish"
lang_type_32,"lang","de","German"
lang_type_33,"lang","dv","Divehi; Dhivehi; Maldivian"
lang_type_34,"lang","dz","Dzongkha"
lang_type_35,"lang","ee","Ewe"
lang_type_36,"lang","el","Greek; Modern (1453-)"
lang_type_37,"lang","en","English"
lang_type_38,"lang","eo","Esperanto"
lang_type_39,"lang","es","Spanish; Castilian"
lang_type_40,"lang","et","Estonian"
lang_type_41,"lang","eu","Basque"
lang_type_42,"lang","fa","Persian"
lang_type_43,"lang","ff","Fulah"
lang_type_44,"lang","fi","Finnish"
lang_type_45,"lang","fj","Fijian"
lang_type_46,"lang","fo","Faroese"
lang_type_47,"lang","fr","French"
lang_type_48,"lang","fy","Western Frisian"
lang_type_49,"lang","ga","Irish"
lang_type_50,"lang","gd","Gaelic; Scottish Gaelic"
lang_type_51,"lang","gl","Galician"
lang_type_52,"lang","gn","Guarani"
lang_type_53,"lang","gu","Gujarati"
lang_type_54,"lang","gv","Manx"
lang_type_55,"lang","ha","Hausa"
lang_type_56,"lang","he","Hebrew"
lang_type_57,"lang","hi","Hindi"
lang_type_58,"lang","ho","Hiri Motu"
lang_type_59,"lang","hr","Croatian"
lang_type_60,"lang","ht","Haitian; Haitian Creole"
lang_type_61,"lang","hu","Hungarian"
lang_type_62,"lang","hy","Armenian"
lang_type_63,"lang","hz","Herero"
lang_type_64,"lang","ia","Interlingua (International Auxiliary Language Association)"
lang_type_65,"lang","id","Indonesian"
lang_type_66,"lang","ie","Interlingue; Occidental"
lang_type_67,"lang","ig","Igbo"
lang_type_68,"lang","ii","Sichuan Yi; Nuosu"
